# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -6991 4 511 1048579 19416806 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-openFile@2x.png
DUPTYPE_WITHIN_SAME_TREE -6991 5 511 1048579 20877755 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-openFile@2x.png
DUPTYPE_WITHIN_SAME_TREE -6991 9 511 1048579 22245819 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/images/toolbarButton-openFile@2x.baac2b136629.png
DUPTYPE_WITHIN_SAME_TREE -6991 10 511 1048579 34241287 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/images/toolbarButton-openFile@2x.baac2b136629.png
DUPTYPE_WITHIN_SAME_TREE -6991 10 511 1048579 34241326 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/images/toolbarButton-openFile@2x.png
DUPTYPE_FIRST_OCCURRENCE 7845 4 512 1048579 19434572 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/esm/removeEventListener.62a203d7b2db.js
DUPTYPE_WITHIN_SAME_TREE -7845 4 512 1048579 19432305 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/esm/removeEventListener.js
DUPTYPE_FIRST_OCCURRENCE 3067 2 513 1048579 27884368 5 /openedx/staticfiles/studio/templates/course-video-transcript-provider-empty.7aa676673a09.underscore
DUPTYPE_WITHIN_SAME_TREE -3067 2 513 1048579 27884268 5 /openedx/staticfiles/studio/templates/course-video-transcript-provider-empty.underscore
DUPTYPE_FIRST_OCCURRENCE 8533 4 513 1048579 19503589 5 /openedx/staticfiles/studio-frontend/src/components/AssetsClearSearchButton/container.d13dac951b7b.jsx
DUPTYPE_WITHIN_SAME_TREE -8533 4 513 1048579 19501092 5 /openedx/staticfiles/studio-frontend/src/components/AssetsClearSearchButton/container.jsx
DUPTYPE_FIRST_OCCURRENCE 8525 4 514 1048579 19503531 5 /openedx/staticfiles/studio-frontend/src/components/AssetsClearFiltersButton/container.861d84ba6a3c.jsx
DUPTYPE_WITHIN_SAME_TREE -8525 4 514 1048579 19501021 5 /openedx/staticfiles/studio-frontend/src/components/AssetsClearFiltersButton/container.jsx
DUPTYPE_FIRST_OCCURRENCE 3497 2 514 1048579 19420314 5 /openedx/staticfiles/templates/fields/field_link_account.5456ad1e653e.underscore
DUPTYPE_WITHIN_SAME_TREE -3497 2 514 1048579 19416767 5 /openedx/staticfiles/templates/fields/field_link_account.underscore
DUPTYPE_FIRST_OCCURRENCE 8691 4 515 1048579 19503578 5 /openedx/staticfiles/studio-frontend/src/components/Pagination/container.3091b8161f33.jsx
DUPTYPE_WITHIN_SAME_TREE -8691 4 515 1048579 19501079 5 /openedx/staticfiles/studio-frontend/src/components/Pagination/container.jsx
DUPTYPE_FIRST_OCCURRENCE 1803 2 515 1048579 19420573 5 /openedx/staticfiles/images/bulk_email/TwitterIcon_gray.06bb3db82ad7.png
DUPTYPE_WITHIN_SAME_TREE -1803 2 515 1048579 19418017 5 /openedx/staticfiles/images/bulk_email/TwitterIcon_gray.png
DUPTYPE_FIRST_OCCURRENCE 16409 7 515 1048579 19432628 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/colorpicker/plugin.min.3f55e10598ce.js
DUPTYPE_WITHIN_SAME_TREE -16409 13 515 1048579 35303490 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/plugins/colorpicker/plugin.min.3f55e10598ce.js
DUPTYPE_WITHIN_SAME_TREE -16409 8 515 1048579 24758661 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/colorpicker/plugin.min.3f55e10598ce.js
DUPTYPE_WITHIN_SAME_TREE -16409 12 515 1048579 20169777 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/plugins/colorpicker/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -16409 8 515 1048579 24758654 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/colorpicker/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -16409 12 515 1048579 20169779 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/plugins/colorpicker/plugin.min.3f55e10598ce.js
DUPTYPE_WITHIN_SAME_TREE -16409 13 515 1048579 35303487 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/plugins/colorpicker/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -16409 7 515 1048579 19430192 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/colorpicker/plugin.min.js
DUPTYPE_FIRST_OCCURRENCE 16413 7 515 1048579 19432528 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/contextmenu/plugin.min.97b13f65d7de.js
DUPTYPE_WITHIN_SAME_TREE -16413 8 515 1048579 24308075 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/contextmenu/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -16413 8 515 1048579 24308077 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/contextmenu/plugin.min.97b13f65d7de.js
DUPTYPE_WITHIN_SAME_TREE -16413 12 515 1048579 18795575 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/plugins/contextmenu/plugin.min.97b13f65d7de.js
DUPTYPE_WITHIN_SAME_TREE -16413 12 515 1048579 18795573 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/plugins/contextmenu/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -16413 7 515 1048579 19429953 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/contextmenu/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -16413 13 515 1048579 34831345 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/plugins/contextmenu/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -16413 13 515 1048579 34873999 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/js/vendor/tinymce/js/tinymce/plugins/contextmenu/plugin.min.97b13f65d7de.js
DUPTYPE_FIRST_OCCURRENCE 7107 4 516 1048579 19412617 5 /openedx/staticfiles/css/vendor/slickgrid/images/pencil.c983f53a0fcb.gif
DUPTYPE_WITHIN_SAME_TREE -7107 5 516 1048579 20738929 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/pencil.c983f53a0fcb.gif
DUPTYPE_WITHIN_SAME_TREE -7107 10 516 1048579 34199435 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/pencil.gif
DUPTYPE_WITHIN_SAME_TREE -7107 4 516 1048579 19410959 5 /openedx/staticfiles/css/vendor/slickgrid/images/pencil.gif
DUPTYPE_WITHIN_SAME_TREE -7107 5 516 1048579 20737927 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/pencil.gif
DUPTYPE_WITHIN_SAME_TREE -7107 9 516 1048579 22174522 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/pencil.gif
DUPTYPE_WITHIN_SAME_TREE -7107 9 516 1048579 22176205 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/pencil.c983f53a0fcb.gif
DUPTYPE_WITHIN_SAME_TREE -7107 10 516 1048579 34199493 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/pencil.c983f53a0fcb.gif
DUPTYPE_FIRST_OCCURRENCE 1839 2 516 1048579 19420251 5 /openedx/staticfiles/images/fontawesome/caret-up.3316c835f5a6.svg
DUPTYPE_WITHIN_SAME_TREE -1839 3 516 1048579 21474956 5 /openedx/staticfiles/studio/images/fontawesome/caret-up.3316c835f5a6.svg
DUPTYPE_WITHIN_SAME_TREE -1839 8 516 1048579 34539867 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-up.3316c835f5a6.svg
DUPTYPE_WITHIN_SAME_TREE -1839 3 516 1048579 21474942 5 /openedx/staticfiles/studio/images/fontawesome/caret-up.svg
DUPTYPE_WITHIN_SAME_TREE -1839 7 516 1048579 29398489 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-up.3316c835f5a6.svg
DUPTYPE_WITHIN_SAME_TREE -1839 2 516 1048579 19417514 5 /openedx/staticfiles/images/fontawesome/caret-up.svg
DUPTYPE_WITHIN_SAME_TREE -1839 8 516 1048579 34539815 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-up.svg
DUPTYPE_WITHIN_SAME_TREE -1839 7 516 1048579 29396117 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-up.svg
DUPTYPE_FIRST_OCCURRENCE 1837 2 516 1048579 19420247 5 /openedx/staticfiles/images/fontawesome/caret-right.499f4064f998.svg
DUPTYPE_WITHIN_SAME_TREE -1837 3 516 1048579 21474938 5 /openedx/staticfiles/studio/images/fontawesome/caret-right.svg
DUPTYPE_WITHIN_SAME_TREE -1837 8 516 1048579 34539811 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-right.svg
DUPTYPE_WITHIN_SAME_TREE -1837 7 516 1048579 29396046 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-right.svg
DUPTYPE_WITHIN_SAME_TREE -1837 3 516 1048579 21474952 5 /openedx/staticfiles/studio/images/fontawesome/caret-right.499f4064f998.svg
DUPTYPE_WITHIN_SAME_TREE -1837 2 516 1048579 19417509 5 /openedx/staticfiles/images/fontawesome/caret-right.svg
DUPTYPE_WITHIN_SAME_TREE -1837 7 516 1048579 29398485 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-right.499f4064f998.svg
DUPTYPE_WITHIN_SAME_TREE -1837 8 516 1048579 34539863 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/images/fontawesome/caret-right.499f4064f998.svg
DUPTYPE_FIRST_OCCURRENCE 3473 2 516 1048579 19420466 5 /openedx/staticfiles/templates/emails/photo_submission_confirmation.789623e1c985.txt
DUPTYPE_WITHIN_SAME_TREE -3473 2 516 1048579 19417380 5 /openedx/staticfiles/templates/emails/photo_submission_confirmation.txt
DUPTYPE_FIRST_OCCURRENCE 12507 5 516 1048579 19503280 5 /openedx/staticfiles/wiki/markitup/sets/default/images/image.82ab6ab31feb.png
DUPTYPE_WITHIN_SAME_TREE -12507 6 516 1048579 32342306 5 /openedx/staticfiles/studio/wiki/markitup/sets/default/images/image.png
DUPTYPE_WITHIN_SAME_TREE -12507 5 516 1048579 19502278 5 /openedx/staticfiles/wiki/markitup/sets/default/images/image.png
DUPTYPE_WITHIN_SAME_TREE -12507 6 516 1048579 32342318 5 /openedx/staticfiles/studio/wiki/markitup/sets/default/images/image.82ab6ab31feb.png
DUPTYPE_FIRST_OCCURRENCE 397 1 516 1048579 19424187 5 /openedx/staticfiles/eslint-config/renovate.b0591fc3aa24.json
DUPTYPE_WITHIN_SAME_TREE -397 1 516 1048579 19423402 5 /openedx/staticfiles/eslint-config/renovate.json
DUPTYPE_FIRST_OCCURRENCE 1801 2 517 1048579 19420575 5 /openedx/staticfiles/images/bulk_email/TwitterIcon.246e5df306ed.png
DUPTYPE_WITHIN_SAME_TREE -1801 2 517 1048579 19418020 5 /openedx/staticfiles/images/bulk_email/TwitterIcon.png
DUPTYPE_FIRST_OCCURRENCE 3385 2 517 1048579 19420400 5 /openedx/staticfiles/templates/courseware/submission_history.b59ba65e66c9.html
DUPTYPE_WITHIN_SAME_TREE -3385 2 517 1048579 19417117 5 /openedx/staticfiles/templates/courseware/submission_history.html
DUPTYPE_FIRST_OCCURRENCE 7121 4 517 1048579 19412620 5 /openedx/staticfiles/css/vendor/slickgrid/images/tag_red.3938ca962bc2.png
DUPTYPE_WITHIN_SAME_TREE -7121 4 517 1048579 19412573 5 /openedx/staticfiles/css/vendor/slickgrid/images/tag_red.png
DUPTYPE_WITHIN_SAME_TREE -7121 9 517 1048579 22174738 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/tag_red.png
DUPTYPE_WITHIN_SAME_TREE -7121 9 517 1048579 22176208 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/tag_red.3938ca962bc2.png
DUPTYPE_WITHIN_SAME_TREE -7121 10 517 1048579 34199438 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/tag_red.png
DUPTYPE_WITHIN_SAME_TREE -7121 10 517 1048579 34199496 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/slickgrid/images/tag_red.3938ca962bc2.png
DUPTYPE_WITHIN_SAME_TREE -7121 5 517 1048579 20738932 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/tag_red.3938ca962bc2.png
DUPTYPE_WITHIN_SAME_TREE -7121 5 517 1048579 20737930 5 /openedx/staticfiles/studio/css/vendor/slickgrid/images/tag_red.png
DUPTYPE_FIRST_OCCURRENCE 13525 6 518 1048579 19432886 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/icons/jsx/EventBusy.fa5c43dfcec9.jsx
DUPTYPE_WITHIN_SAME_TREE -13525 6 518 1048579 19429749 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/icons/jsx/EventBusy.jsx
DUPTYPE_FIRST_OCCURRENCE 7797 4 519 1048579 19434529 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/esm/matches.68c36f116e47.js
DUPTYPE_WITHIN_SAME_TREE -7797 4 519 1048579 19432242 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/esm/matches.js
DUPTYPE_FIRST_OCCURRENCE 12464 5 519 1048579 19419600 5 /openedx/staticfiles/templates/verify_student/edx_ace/verificationsubmitted/email/body.4df2503807f6.txt
DUPTYPE_WITHIN_SAME_TREE -12464 5 519 1048579 19417341 5 /openedx/staticfiles/templates/verify_student/edx_ace/verificationsubmitted/email/body.txt
DUPTYPE_FIRST_OCCURRENCE 16329 7 519 1048579 19432707 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/DataTable/utils/getTableArgs.bbb8f9fb7f7b.js
DUPTYPE_WITHIN_SAME_TREE -16329 7 519 1048579 19430741 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/DataTable/utils/getTableArgs.js
DUPTYPE_FIRST_OCCURRENCE 10177 5 519 1048579 19503028 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_display.8af96c91de4e.scss
DUPTYPE_WITHIN_SAME_TREE -10177 5 519 1048579 19471409 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/bootstrap/scss/utilities/_display.8af96c91de4e.scss
DUPTYPE_WITHIN_SAME_TREE -10177 5 519 1048579 19471273 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/bootstrap/scss/utilities/_display.scss
DUPTYPE_WITHIN_SAME_TREE -10177 5 519 1048579 19499138 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/utilities/_display.scss
DUPTYPE_FIRST_OCCURRENCE 8225 4 520 1048579 19523532 5 /openedx/staticfiles/instructor/ProblemBrowser/data/actions/constants.026fe685817b.js
DUPTYPE_WITHIN_SAME_TREE -8225 5 520 1048579 31238350 5 /openedx/staticfiles/studio/instructor/ProblemBrowser/data/actions/constants.js
DUPTYPE_WITHIN_SAME_TREE -8225 5 520 1048579 31238352 5 /openedx/staticfiles/studio/instructor/ProblemBrowser/data/actions/constants.026fe685817b.js
DUPTYPE_WITHIN_SAME_TREE -8225 4 520 1048579 19522021 5 /openedx/staticfiles/instructor/ProblemBrowser/data/actions/constants.js
DUPTYPE_FIRST_OCCURRENCE 13697 6 520 1048579 19433072 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/icons/svg/record.4e3c11eacf4a.svg
DUPTYPE_WITHIN_SAME_TREE -13697 6 520 1048579 19430003 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/icons/svg/record.svg
DUPTYPE_FIRST_OCCURRENCE 7673 4 520 1048579 19434588 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/esm/addClass.9fb9c0bb842e.js
DUPTYPE_WITHIN_SAME_TREE -7673 4 520 1048579 19432330 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/esm/addClass.js
DUPTYPE_FIRST_OCCURRENCE 353 1 520 1048579 19410137 5 /openedx/staticfiles/drf-yasg/README
DUPTYPE_WITHIN_SAME_TREE -353 2 520 1048579 32772850 5 /openedx/staticfiles/studio/drf-yasg/README.723ffa086d8b
DUPTYPE_WITHIN_SAME_TREE -353 2 520 1048579 32772841 5 /openedx/staticfiles/studio/drf-yasg/README
DUPTYPE_WITHIN_SAME_TREE -353 1 520 1048579 19413166 5 /openedx/staticfiles/drf-yasg/README.723ffa086d8b
DUPTYPE_FIRST_OCCURRENCE 9779 4 521 1048579 19424078 5 /openedx/staticfiles/support/jsx/entitlements/data/store.abd88d19f9ef.js
DUPTYPE_WITHIN_SAME_TREE -9779 4 521 1048579 19423324 5 /openedx/staticfiles/support/jsx/entitlements/data/store.js
DUPTYPE_FIRST_OCCURRENCE 1303 1 522 1048579 19413094 5 /openedx/staticfiles/templates/index_overlay.25d821d0c756.html
DUPTYPE_WITHIN_SAME_TREE -1303 1 522 1048579 19410446 5 /openedx/staticfiles/templates/index_overlay.html
DUPTYPE_FIRST_OCCURRENCE 12413 5 524 1048579 19419580 5 /openedx/staticfiles/templates/instructor/edx_ace/enrollenrolled/email/body.45abb72f66a5.txt
DUPTYPE_WITHIN_SAME_TREE -12413 5 524 1048579 19416895 5 /openedx/staticfiles/templates/instructor/edx_ace/enrollenrolled/email/body.txt
DUPTYPE_FIRST_OCCURRENCE 8609 4 525 1048579 19503563 5 /openedx/staticfiles/studio-frontend/src/components/AssetsStatusAlert/container.d5bb6a56dd91.jsx
DUPTYPE_WITHIN_SAME_TREE -8609 4 525 1048579 19501060 5 /openedx/staticfiles/studio-frontend/src/components/AssetsStatusAlert/container.jsx
DUPTYPE_FIRST_OCCURRENCE 13909 6 526 1048579 19433430 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/SearchField/SearchFieldClearButton.b33f031ff5f8.jsx
DUPTYPE_WITHIN_SAME_TREE -13909 6 526 1048579 19430483 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/SearchField/SearchFieldClearButton.jsx
DUPTYPE_FIRST_OCCURRENCE 6295 3 526 1048579 19412834 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/cohort-selector.c8fb2389306c.underscore
DUPTYPE_WITHIN_SAME_TREE -6295 3 526 1048579 19412451 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/cohort-selector.underscore
DUPTYPE_FIRST_OCCURRENCE 20121 8 526 1048579 19933855 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/473ab1a4c5064c919ae483ecc86a8df7.362b5ec6e223.xml
DUPTYPE_WITHIN_SAME_TREE -20121 9 526 1048579 15660630 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/473ab1a4c5064c919ae483ecc86a8df7.362b5ec6e223.xml
DUPTYPE_WITHIN_SAME_TREE -20121 9 526 1048579 15660623 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/473ab1a4c5064c919ae483ecc86a8df7.xml
DUPTYPE_WITHIN_SAME_TREE -20121 8 526 1048579 19930233 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/manual-testing-complete/annotatable/473ab1a4c5064c919ae483ecc86a8df7.xml
DUPTYPE_FIRST_OCCURRENCE 7533 4 527 1048579 19434400 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/cjs/insertAfter.e27f1aeedd18.js
DUPTYPE_WITHIN_SAME_TREE -7533 4 527 1048579 19431571 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/dom-helpers/cjs/insertAfter.js
DUPTYPE_FIRST_OCCURRENCE 2309 2 527 1048579 19412890 5 /openedx/staticfiles/learner_profile/templates/badge_placeholder.6c8abfd503ac.underscore
DUPTYPE_WITHIN_SAME_TREE -2309 2 527 1048579 19410064 5 /openedx/staticfiles/learner_profile/templates/badge_placeholder.underscore
DUPTYPE_FIRST_OCCURRENCE 3513 2 528 1048579 19420313 5 /openedx/staticfiles/templates/fields/message_banner.c972a16ab74c.underscore
DUPTYPE_WITHIN_SAME_TREE -3513 2 528 1048579 19416764 5 /openedx/staticfiles/templates/fields/message_banner.underscore
DUPTYPE_FIRST_OCCURRENCE 6707 4 528 1048579 19419847 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/GB-H.69530bd74ed5.bcmap
DUPTYPE_WITHIN_SAME_TREE -6707 10 528 1048579 34248546 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/GB-H.69530bd74ed5.bcmap
DUPTYPE_WITHIN_SAME_TREE -6707 4 528 1048579 19417299 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/GB-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6707 5 528 1048579 20919638 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/GB-H.69530bd74ed5.bcmap
DUPTYPE_WITHIN_SAME_TREE -6707 9 528 1048579 23662614 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/GB-H.69530bd74ed5.bcmap
DUPTYPE_WITHIN_SAME_TREE -6707 10 528 1048579 34248404 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/GB-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6707 5 528 1048579 20919455 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/GB-H.bcmap
DUPTYPE_WITHIN_SAME_TREE -6707 9 528 1048579 23662440 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/css/vendor/pdfjs/cmaps/GB-H.bcmap
DUPTYPE_FIRST_OCCURRENCE 2495 2 528 1048579 19503784 5 /openedx/staticfiles/studio-frontend/src/_edx-bootstrap.5797acfba66e.scss
DUPTYPE_WITHIN_SAME_TREE -2495 2 528 1048579 19500928 5 /openedx/staticfiles/studio-frontend/src/_edx-bootstrap.scss
DUPTYPE_FIRST_OCCURRENCE 20425 8 529 1048579 19843034 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/problem/capa.d4ba0032434b.xml
DUPTYPE_WITHIN_SAME_TREE -20425 9 529 1048579 1892723 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/problem/capa.xml
DUPTYPE_WITHIN_SAME_TREE -20425 8 529 1048579 19842427 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/problem/capa.xml
DUPTYPE_WITHIN_SAME_TREE -20425 9 529 1048579 1892735 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/tests/data/xml-course-root/scoreable/problem/capa.d4ba0032434b.xml
DUPTYPE_FIRST_OCCURRENCE 4107 3 529 1048579 19419890 5 /openedx/staticfiles/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.4984f8b31261.underscore
DUPTYPE_WITHIN_SAME_TREE -4107 8 529 1048579 29362385 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.underscore
DUPTYPE_WITHIN_SAME_TREE -4107 4 529 1048579 21218044 5 /openedx/staticfiles/studio/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.4984f8b31261.underscore
DUPTYPE_WITHIN_SAME_TREE -4107 9 529 1048579 34315082 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.underscore
DUPTYPE_WITHIN_SAME_TREE -4107 3 529 1048579 19417351 5 /openedx/staticfiles/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.underscore
DUPTYPE_WITHIN_SAME_TREE -4107 9 529 1048579 34315051 5 /openedx/staticfiles/studio/xblock/resources/xmodule.discussion_block/js/common_static/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.4984f8b31261.underscore
DUPTYPE_WITHIN_SAME_TREE -4107 4 529 1048579 21217744 5 /openedx/staticfiles/studio/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.underscore
DUPTYPE_WITHIN_SAME_TREE -4107 8 529 1048579 29363152 5 /openedx/staticfiles/xblock/resources/xmodule.discussion_block/js/common_static/edx-ui-toolkit/js/breadcrumbs/breadcrumbs.4984f8b31261.underscore
DUPTYPE_FIRST_OCCURRENCE 13575 6 529 1048579 19432866 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/icons/jsx/Search.974a10f72934.jsx
DUPTYPE_WITHIN_SAME_TREE -13575 6 529 1048579 19429711 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/icons/jsx/Search.jsx
DUPTYPE_FIRST_OCCURRENCE 1649 2 530 1048579 19434763 5 /openedx/staticfiles/drf-yasg/swagger-ui-dist/absolute-path.7ca5ebff3b35.js
DUPTYPE_WITHIN_SAME_TREE -1649 3 530 1048579 32807575 5 /openedx/staticfiles/studio/drf-yasg/swagger-ui-dist/absolute-path.js
DUPTYPE_WITHIN_SAME_TREE -1649 3 530 1048579 32807592 5 /openedx/staticfiles/studio/drf-yasg/swagger-ui-dist/absolute-path.7ca5ebff3b35.js
DUPTYPE_WITHIN_SAME_TREE -1649 2 530 1048579 19432430 5 /openedx/staticfiles/drf-yasg/swagger-ui-dist/absolute-path.js
DUPTYPE_FIRST_OCCURRENCE 13559 6 530 1048579 19432863 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/icons/jsx/PhoneIphone.5d49e882b5c9.jsx
DUPTYPE_WITHIN_SAME_TREE -13559 6 530 1048579 19429707 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/icons/jsx/PhoneIphone.jsx
DUPTYPE_FIRST_OCCURRENCE 4719 3 530 1048579 19420218 5 /openedx/staticfiles/js/learner_dashboard/models/course_entitlement_model.b7cc59687a9e.js
DUPTYPE_WITHIN_SAME_TREE -4719 3 530 1048579 19419198 5 /openedx/staticfiles/js/learner_dashboard/models/course_entitlement_model.js
